DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,5,138080
CHM06-214-PRINCIPAL ITI GARNOTA,Total, , , ,5,138080
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,1,55200
 , ,0202-02-101-01-TUTION FEES,Total, ,1,55200
 , , ,28/02/2018,Total,1,55200
 , , , ,"[D0202000006] HIMGRN:b18b133439, PRINCIPAL GOVT ITI GARNOTA TUTION FEES -Tuition Fee = 55200",1,55200
 ,0230-LABOUR & EMPLOYMENT,Total, , ,3,82800
 , ,0230-00-800-08-OTHER MISC.RECEIPTS- TECHNICAL EDUCATION,Total, ,3,82800
 , , ,31/10/2017,Total,1,2000
 , , , ,"[L0230000001] HIMGRN:B17J105915, PRINCIPAL GOVT ITI GARNOTA OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -",1,2000
 , , ,30/11/2017,Total,2,80800
 , , , ,"[M0230000001] HIMGRN:B17K124213, PRINCIPAL GOVT ITI GARNOTA OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -Tution Fee = 9400/-",1,9400
 , , , ,"[M0230000002] HIMGRN:B17K124694, PRINCIPAL ITI GARNOTA OTHER MISC.RECEIPTS- TECHNICAL EDUCATION -admission fee/tuition fee",1,71400
 ,0235-SOCIAL SECURITY & WELFARE,Total, , ,1,80
 , ,0235-60-105-02-INDEX PERSONAL INSURANCE ACCIDENT SCHEME FOR GOVT. EMPLOYEES.,Total, ,1,80
 , , ,30/12/2017,Total,1,80
 , , , ,"[N0235000002] HIMGRN:B17L123983, PRINCIPAL GOVT ITI GARNOTA INDEX PERSONAL INSURANCE ACCIDENT SCHEME FOR GOVT EMP -Sh. Monu ITI Garnota Employees Insurance Sche",1,80
