DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,12,35185
CHM02-202-GSSS BAIRAGARH,Total, , , ,12,35185
 ,0075-MISCELLANEOUS GENERAL SERVICES,Total, , ,1,700
 , ,0075-00-800-02-SALE OF OLD STORES & MATERIAL,Total, ,1,700
 , , ,10/07/2017,Total,1,700
 , , , ,"[I0075000001] HIMGRN:B17G110970, PRINCIPAL SALE OF OLD STORES AND MATERIAL -",1,700
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,11,34485
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,8,27215
 , , ,29/04/2017,Total,1,5695
 , , , ,"[F0202000005] HIMGRN:B17D169474, PRINCIPAL TUITION AND OTHER FEES -",1,5695
 , , ,08/06/2017,Total,1,2620
 , , , ,"[H0202000002] HIMGRN:B17E148673, PRINCIPAL TUITION AND OTHER FEES -",1,2620
 , , ,10/07/2017,Total,1,4915
 , , , ,"[I0202000004] HIMGRN:B17G111006, PRINCIPAL TUITION AND OTHER FEES -",1,4915
 , , ,31/08/2017,Total,1,210
 , , , ,"[J0202000016] HIMGRN:B17H133199, PRINCIPAL TUITION AND OTHER FEES -",1,210
 , , ,21/10/2017,Total,1,4465
 , , , ,"[L0202000002] HIMGRN:B17J114372, JATINDER KUMAR TUITION AND OTHER FEES -",1,4465
 , , ,08/12/2017,Total,1,4410
 , , , ,"[N0202000001] HIMGRN:B17L106355, PRINCIPAL TUITION AND OTHER FEES -",1,4410
 , , ,31/03/2018,Total,1,315
 , , , ,"[E0202000006] HIMGRN:B18C133176, PRINCIPAL TUITION AND OTHER FEES -",1,315
 , , ,20/07/2018,Total,1,4585
 , , , ,"[I0202000005] HIMGRN:B18G112475, JATINDER KUMAR TUITION AND OTHER FEES -",1,4585
 , ,0202-01-103-01-TUTION AND OTHER FEES,Total, ,3,7270
 , , ,19/05/2018,Total,1,3185
 , , , ,"[G0202000001] HIMGRN:B18D171990, JATINDER KUMAR TUTION AND OTHER FEES -",1,3185
 , , ,31/05/2018,Total,1,4075
 , , , ,"[G0202000017] HIMGRN:B18E145148, PRINCIPAL TUTION AND OTHER FEES -",1,4075
 , , ,31/08/2018,Total,1,10
 , , , ,"[J0202000008] HIMGRN:B18H130786, JATINDER KUMAR TUTION AND OTHER FEES -",1,10
