DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,6,11775
CHM00-240-GHS CHEELBUNGLOW,Total, , , ,6,11775
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,6,11775
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,4,3975
 , , ,30/05/2017,Total,1,1010
 , , , ,"[G0202000078] HIMGRN:B17E146748, PRINCIPAL TUITION AND OTHER FEES -Adm. Fee, Late Adm. Fee, Re-adm Fee, Tuition Fee /SLC Fee Etc",1,1010
 , , ,26/09/2017,Total,1,530
 , , , ,"[K0202000046] HIMGRN:B17I127057, PRINCIPAL TUITION AND OTHER FEES -TUITION FEE, SLC FEE ETC.",1,530
 , , ,07/04/2018,Total,1,1070
 , , , ,"[F0202000004] HIMGRN:b18d117772, PRINCIPAL TUITION AND OTHER FEES -",1,1070
 , , ,13/06/2018,Total,1,1365
 , , , ,"[H0202000032] HIMGRN:b18f118466, PRINCIPAL GSSS CHEELBUNGALOW TUITION AND OTHER FEES -",1,1365
 , ,0202-01-102-03-MISCELLANEOUS RECEIPTS,Total, ,2,7800
 , , ,26/09/2017,Total,1,800
 , , , ,"[K0202000047] HIMGRN:B17I127058, PRINCIPAL MISCELLANEOUS RECEIPTS -IRDP SCHOLARSHIP AMOUNT",1,800
 , , ,10/10/2017,Total,1,7000
 , , , ,"[L0202000004] HIMGRN:B17J110746, PRINCIPAL MISCELLANEOUS RECEIPTS -",1,7000
