DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,34,1530409
"SML02-609-E.E. PWD DIVISION,JUBBAL",Total, , , ,34,1530409
 ,8449-OTHER DEPOSITS,Total, , ,1,3610
 , ,8449-00-120-00- ,Total, ,1,3610
 , , ,30/06/2018,Total,1,3610
 , , , ,"[H8449000001] HIMGRN:B18F139549, ASSISTANT ENGINEER MISCELLANEOUS DEPOSITS -",1,3610
 ,8782-CASH REMITTANCES & ADJUSTMENTS,Total, , ,33,1526799
 , ,8782-00-102-00- ,Total, ,33,1526799
 , , ,29/04/2017,Total,3,71060
 , , , ,"[F8782000001] HIMGRN:B17D129137, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,61000
 , , , ,"[F8782000003] HIMGRN:B17D165382, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,9060
 , , , ,"[F8782000004] HIMGRN:B17D165718, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,1000
 , , ,31/05/2017,Total,2,38020
 , , , ,"[G8782000005] HIMGRN:B17E134451, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Mics Receipt",1,35740
 , , , ,"[G8782000007] HIMGRN:B17E142810, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,2280
 , , ,30/06/2017,Total,2,17735
 , , , ,"[H8782000004] HIMGRN:B17F135638, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,12615
 , , , ,"[H8782000005] HIMGRN:B17F135658, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,5120
 , , ,31/07/2017,Total,2,48185
 , , , ,"[I8782000005] HIMGRN:B17G142897, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,39085
 , , , ,"[I8782000006] HIMGRN:B17G144504, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,9100
 , , ,31/08/2017,Total,3,481734
 , , , ,"[J8782000002] HIMGRN:B17H108446, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,445184
 , , , ,"[J8782000005] HIMGRN:B17H128985, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,19040
 , , , ,"[J8782000009] HIMGRN:B17H136642, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,17510
 , , ,29/09/2017,Total,2,95570
 , , , ,"[K8782000010] HIMGRN:B17I132042, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,54270
 , , , ,"[K8782000011] HIMGRN:B17I133779, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,41300
 , , ,31/10/2017,Total,2,7435
 , , , ,"[L8782000005] HIMGRN:B17J132480, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,3275
 , , , ,"[L8782000006] HIMGRN:B17J135610, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,4160
 , , ,30/11/2017,Total,2,5750
 , , , ,"[M8782000002] HIMGRN:B17K121242, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,3290
 , , , ,"[M8782000005] HIMGRN:B17K124713, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,2460
 , , ,30/12/2017,Total,2,4825
 , , , ,"[N8782000003] HIMGRN:B17L130718, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,3285
 , , , ,"[N8782000004] HIMGRN:B17L130517, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,1540
 , , ,30/01/2018,Total,2,11130
 , , , ,"[C8782000003] HIMGRN:B18A131145, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,7430
 , , , ,"[C8782000004] HIMGRN:B18A131115, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,3700
 , , ,28/02/2018,Total,3,1500
 , , , ,"[D8782000001] HIMGRN:B18B104943, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,900
 , , , ,"[D8782000005] HIMGRN:B18B130218, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,500
 , , , ,"[D8782000007] HIMGRN:B18B135843, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -",1,100
 , , ,31/03/2018,Total,4,562240
