DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,8,256846
KNR01-002-B.D.O POOH,Total, , , ,8,256846
 ,0049-INTEREST RECEIPTS,Total, , ,1,252644
 , ,0049-04-800-13-MISCELLANEOUS,Total, ,1,252644
 , , ,31/08/2018,Total,1,252644
 , , , ,"[J0049000001] HIMGRN:B18H139742, BDO POOH MISCELLANEOUS -Interest deposit through ch.no 404095",1,252644
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,4,900
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,2,140
 , , ,22/03/2018,Total,1,100
 , , , ,"[E0070000003] HIMGRN:B18C119909, BDO POOH RECEIPT FROM RIGHT TO INFORMATION ACT -",1,100
 , , ,26/07/2018,Total,1,40
 , , , ,"[I0070000002] HIMGRN:B18G126679, BDO POOH RECEIPT FROM RIGHT TO INFORMATION ACT -",1,40
 , ,0070-60-800-05-MISCELLANEOUS RECEIPTS,Total, ,2,760
 , , ,31/08/2017,Total,1,690
 , , , ,"[J0070000001] HIMGRN:B17H127071, BDO POOH MISCELLANEOUS RECEIPTS -RTI FEE. AMT. RS.=690/-",1,690
 , , ,30/12/2017,Total,1,70
 , , , ,"[N0070000004] HIMGRN:B17L124870, BDO POOH MISCELLANEOUS RECEIPTS -RTI Fee received from applicant",1,70
 ,0515-OTHER RURAL DEVELOPMENT PROGRAMMES,Total, , ,3,3302
 , ,0515-00-800-03-MISC.RECEIPT FROM RDD.,Total, ,3,3302
 , , ,29/05/2018,Total,1,1590
 , , , ,"[G0515000001] HIMGRN:B18E128496, BDO POOH MISC.RECEIPT FROM RDD. -Rent of Residential Quarter from Anjali Negi form March 2017 to May 2018",1,1590
 , , ,21/08/2018,Total,1,228
 , , , ,"[J0515000001] HIMGRN:B18H109713, BDO POOH MISC.RECEIPT FROM RDD. -RENT OF RESIDENTIAL QUARTER FROM SMT SAMTAN DOLMA LSEO FOR THE MONTH OF JUNE",1,228
 , , ,31/08/2018,Total,1,1484
 , , , ,"[J0515000002] HIMGRN:B18H126714, BDO POOH MISC.RECEIPT FROM RDD. -HOUSE RENT RECOVER FROM SH SUNDER SINGH COMPUTER OPERATOR",1,1484
