DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,8,13540
CHM07-206-GSSS PARCHORE,Total, , , ,8,13540
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,8,13540
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,7,12940
 , , ,31/05/2017,Total,1,3860
 , , , ,"[G0202000002] HIMGRN:B17E113551, PRINCIPAL GSSS PARCHHORE TUITION AND OTHER FEES -Tuitiun and other Fees",1,3860
 , , ,30/06/2017,Total,1,200
 , , , ,"[H0202000008] HIMGRN:B17F134185, PRINCIPAL GSSS PARCHHORE TUITION AND OTHER FEES -TUITION OTHER FEE",1,200
 , , ,29/09/2017,Total,1,1865
 , , , ,"[K0202000003] HIMGRN:B17I114802, PRINCIPAL GSSS PARCHHORE TUITION AND OTHER FEES -TUITION AND OTHER FEE",1,1865
 , , ,30/12/2017,Total,1,1845
 , , , ,"[N0202000004] HIMGRN:B17L117384, PRINCIPAL GSSS PARCHHORE TUITION AND OTHER FEES -tuition fee",1,1845
 , , ,28/02/2018,Total,1,1845
 , , , ,"[D0202000005] HIMGRN:B18B117782, PRINCIPAL GSSS PARCHHORE TUITION AND OTHER FEES -TUITION AND OTHER FEES",1,1845
 , , ,28/04/2018,Total,1,3125
 , , , ,[F0202000003] PRINCIPAL GSSS PARCHHORE TUITION FEES,1,3125
 , , ,31/05/2018,Total,1,200
 , , , ,[G0202000005] PRINCIPAL GSSS PARCHORE TUITION AND OTHER FEES,1,200
 , ,0202-01-102-03-MISCELLANEOUS RECEIPTS,Total, ,1,600
 , , ,30/06/2018,Total,1,600
 , , , ,[H0202000006] GSSS PARCHORE MISCELLANEOUS RECEIPTS,1,600
