DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,10,18630
MDI09-205-PR SSS SHARTI,Total, , , ,10,18630
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,10,18630
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,8,14030
 , , ,29/04/2017,Total,2,3860
 , , , ,"[F0202000005] HIMGRN:B17D165533, KAMAL PATI TUITION AND OTHER FEES -",1,3795
 , , , ,"[F0202000008] HIMGRN:B17D171420, KAMAL PATI TUITION AND OTHER FEES -",1,65
 , , ,31/05/2017,Total,2,305
 , , , ,"[G0202000008] HIMGRN:B17E128498, KAMAL PATI TUITION AND OTHER FEES -",1,290
 , , , ,"[G0202000014] HIMGRN:B17E149118, KAMAL PATI TUITION AND OTHER FEES -SLC FEE",1,15
 , , ,30/06/2017,Total,1,5
 , , , ,"[H0202000009] HIMGRN:B17F131073, KAMAL PATI TUITION AND OTHER FEES -",1,5
 , , ,29/09/2017,Total,1,135
 , , , ,"[K0202000006] HIMGRN:B17I130682, KAMAL PATI TUITION AND OTHER FEES -",1,135
 , , ,24/10/2017,Total,1,4995
 , , , ,"[L0202000003] HIMGRN:B17J121855, KAMAL PATI TUITION AND OTHER FEES -",1,4995
 , , ,24/05/2018,Total,1,4730
 , , , ,"[G0202000007] HIMGRN:B18E121931, PRINCIPAL TUITION AND OTHER FEES -Admission fee Tution Fee Late Ad Fee",1,4730
 , ,0202-01-102-03-MISCELLANEOUS RECEIPTS,Total, ,2,4600
 , , ,22/02/2018,Total,1,2500
 , , , ,"[D0202000003] HIMGRN:B18B111986, PRINCIPAL MISCELLANEOUS RECEIPTS -Auction Money Receipt of General Store -Un -Serviceable Articles etc.",1,2500
 , , ,31/05/2018,Total,1,2100
 , , , ,"[G0202000011] HIMGRN:B18E138520, PRINCIPAL MISCELLANEOUS RECEIPTS -Auctioned Money Receipt of General Store",1,2100
