DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,9,5915
MDI13-209-PR SSS MAJHIATH,Total, , , ,9,5915
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,1,10
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,1,10
 , , ,28/03/2018,Total,1,10
 , , , ,"[E0070000004] HIMGRN:B18C147045, PRINCIPAL RECEIPT FROM RIGHT TO INFORMATION ACT -RTI information Fees",1,10
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,8,5905
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,8,5905
 , , ,31/05/2017,Total,2,760
 , , , ,"[G0202000006] HIMGRN:B17E116806, PRINCIPAL TUITION AND OTHER FEES -",1,495
 , , , ,"[G0202000017] HIMGRN:B17E146996, PRINCIPAL TUITION AND OTHER FEES -",1,265
 , , ,30/06/2017,Total,1,85
 , , , ,"[H0202000003] HIMGRN:B17F115165, PRINCIPAL TUITION AND OTHER FEES -",1,85
 , , ,31/08/2017,Total,1,1035
 , , , ,"[J0202000007] HIMGRN:B17H126694, PRINCIPAL TUITION AND OTHER FEES -",1,1035
 , , ,30/12/2017,Total,1,2070
 , , , ,"[N0202000001] HIMGRN:B17L107103, PRINCIPAL TUITION AND OTHER FEES -",1,2070
 , , ,24/04/2018,Total,1,1030
 , , , ,"[F0202000001] HIMGRN:B18D144199, PRINCIPAL TUITION AND OTHER FEES -",1,1030
 , , ,27/04/2018,Total,1,425
 , , , ,"[F0202000005] HIMGRN:B18D170148, PRINCIPAL TUITION AND OTHER FEES -",1,425
 , , ,23/08/2018,Total,1,500
 , , , ,"[J0202000008] HIMGRN:B18H125900, PRINCIPAL GSSS MAJHIATH TUITION AND OTHER FEES -Tuition and other fee for 9th to 12th classes",1,500
