DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,8,37110
LHL00-209-PR.GSSS SHANSHA,Total, , , ,8,37110
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,8,37110
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,5,1410
 , , ,19/04/2017,Total,1,415
 , , , ,"[F0202000004] HIMGRN:b17d147983, PRINCIPAL TUITION AND OTHER FEES -",1,415
 , , ,14/07/2017,Total,1,225
 , , , ,"[I0202000003] HIMGRN:b17g122807, PRINCIPAL TUITION AND OTHER FEES -",1,225
 , , ,24/10/2017,Total,1,225
 , , , ,"[L0202000004] HIMGRN:B17J130105, PRINCIPAL TUITION AND OTHER FEES -",1,225
 , , ,23/01/2018,Total,1,225
 , , , ,"[C0202000009] HIMGRN:B18A134307, PRINCIPAL TUITION AND OTHER FEES -",1,225
 , , ,05/05/2018,Total,1,320
 , , , ,"[G0202000004] HIMGRN:B18E110682, PRINCIPAL TUITION AND OTHER FEES -",1,320
 , ,0202-01-600-01-RECOVERIES OF OVER PAYMENT,Total, ,3,35700
 , , ,02/06/2017,Total,1,280
 , , , ,"[H0202000003] HIMGRN:B17F102281, PRINCIPAL RECOVERIES OF OVER PAYMENT -",1,280
 , , ,27/11/2017,Total,1,33420
 , , , ,"[M0202000005] HIMGRN:B17K125599, PRINCIPAL RECOVERIES OF OVER PAYMENT -",1,33420
 , , ,13/06/2018,Total,1,2000
 , , , ,"[H0202000002] HIMGRN:B18F116039, PRINCIPAL RECOVERIES OF OVER PAYMENT -MR recoveries in r/o Sh. Prem Dass Retd. Principal",1,2000
