DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,10,7150
KNG11-205-PR GSSS SEUL,Total, , , ,10,7150
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,2,40
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,2,40
 , , ,31/03/2018,Total,1,20
 , , , ,"[E0070000002] HIMGRN:B18C144555, PRINCIPAL RECEIPT FROM RIGHT TO INFORMATION ACT -RTI Challan",1,20
 , , ,25/04/2018,Total,1,20
 , , , ,"[F0070000001] HIMGRN:B18D155168, PRINCIPAL RECEIPT FROM RIGHT TO INFORMATION ACT -",1,20
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,8,7110
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,8,7110
 , , ,29/04/2017,Total,1,1100
 , , , ,"[F0202000005] HIMGRN:B17D141702, PRINCIPAL TUITION AND OTHER FEES -",1,1100
 , , ,31/05/2017,Total,1,940
 , , , ,"[G0202000008] HIMGRN:B17E130392, PRINCIPAL GSSS SEUL TUITION AND OTHER FEES -ADMISSION FEE, TUITION FEE, LCF",1,940
 , , ,20/07/2017,Total,1,970
 , , , ,"[I0202000002] HIMGRN:B17G117413, PRINCIPAL TUITION AND OTHER FEES -Tuition Fee",1,970
 , , ,25/10/2017,Total,1,945
 , , , ,"[L0202000003] HIMGRN:B17J113523, PRINCIPAL TUITION AND OTHER FEES -tuition fee class 12th and 11th",1,945
 , , ,30/11/2017,Total,1,5
 , , , ,"[M0202000006] HIMGRN:B17K130089, PRINCIPAL TUITION AND OTHER FEES -SLC Class 10th",1,5
 , , ,20/01/2018,Total,1,945
 , , , ,"[C0202000004] HIMGRN:B18A110961, PRINCIPAL TUITION AND OTHER FEES -",1,945
 , , ,25/04/2018,Total,1,1365
 , , , ,"[F0202000008] HIMGRN:B18D155106, PRINCIPAL TUITION AND OTHER FEES -Addmission fee and Tution Fee and late add. fee in r/o 9th, 11th, 12th",1,1365
 , , ,31/05/2018,Total,1,110
 , , , ,"[G0202000008] HIMGRN:B18E145629, PRINCIPAL GSSS SEUL TUITION AND OTHER FEES -Tuition Fee + Admission Fee + Late Admission Fee + SLC Fee",1,110
 , , ,16/07/2018,Total,1,730
 , , , ,"[I0202000001] HIMGRN:B18G102822, PRINCIPAL SEUL TUITION AND OTHER FEES -addmission fee and tuition fee",1,730
