DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,40,50105760
KNG04-760-PHINA SINGH MIP DIV SADWAN,Total, , , ,40,50105760
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,2,1010
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,2,1010
 , , ,31/08/2017,Total,2,1010
 , , , ,"[J0070000018] HIMGRN:B17H125051, EE PSMIP DIVISION SADWAN RECEIPT FROM RIGHT TO INFORMATION ACT -RTI ACT 2005",1,10
 , , , ,"[J0070000019] HIMGRN:B17H125076, EE PSMIP DIVISION SADWAN RECEIPT FROM RIGHT TO INFORMATION ACT -Amount received from Sh. Munish Kumar vide draft No. 840757 d",1,1000
 ,8782-CASH REMITTANCES & ADJUSTMENTS,Total, , ,38,50104750
 , ,8782-00-102-00- ,Total, ,38,50104750
 , , ,31/05/2017,Total,3,4000
 , , , ,"[G8782000014] HIMGRN:B17E111161, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -amount received from various contt. on account of cost of tender forms vid",1,1750
 , , , ,"[G8782000055] HIMGRN:B17E124591, EE SADWAN PUBLIC WORKS REMITTANCES -Payment received from Sh. Sudesh Kumar Son of Shri Kawel Krishan on accoun",1,500
 , , , ,"[G8782000073] HIMGRN:B17E132740, EXECUTIVE ENGINEER PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -payment received from various contractor on a/c of sale of tenders form vi",1,1750
 , , ,20/06/2017,Total,1,5250
 , , , ,"[H8782000006] HIMGRN:B17F100699, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -for sale of tender form to various contractor vide G.R. No. 0692658 dated",1,5250
 , , ,30/06/2017,Total,6,16250
 , , , ,"[H8782000020] HIMGRN:B17F107420, EE PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from M/S Ravinder Kumar Nurpur vide draft No. 831377 dated",1,2500
 , , , ,"[H8782000021] HIMGRN:B17F107365, EE PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from NICC Pathankot vide draft No. 354645 dated 07/03/2017",1,2500
 , , , ,"[H8782000022] HIMGRN:B17F107346, EE PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from M/S GISCO chandigarh vide Draft No. 390197 dated 15/0",1,2500
 , , , ,"[H8782000023] HIMGRN:B17F107380, EE PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from M/S Rajesh Thakur Una vide Draft No. 426327 dated 15/",1,2500
 , , , ,"[H8782000025] HIMGRN:B17F107433, EE PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from KAPKON CHANDIGARH vide draft No. 904150 dated 14/03/2",1,2500
 , , , ,"[H8782000043] HIMGRN:B17F126067, EE PHINA SINGH MIP SADWAN PUBLIC WORKS REMITTANCES -Amount received from verious contractor/firms on a/c of sale tender forms",1,3750
 , , ,10/07/2017,Total,1,2500
 , , , ,"[I8782000001] HIMGRN:B17F107407, EE PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from M/S Sawarn Singh Mukerian vide draft No. 863153 dated",1,2500
 , , ,29/07/2017,Total,4,12750
 , , , ,"[I8782000013] HIMGRN:B17G111207, AE LADORI / LAHRU PUBLIC WORKS REMITTANCES -Amount received form various contractor on a/c sale of tender form vide GR",1,2500
 , , , ,"[I8782000014] HIMGRN:B17G111219, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -Amount received from various contractor on a/c of sale of tender form vide",1,6250
 , , , ,"[I8782000047] HIMGRN:B17G130171, AE LAHRU PUBLIC WORKS REMITTANCES -Amount received from various contractor on a/c of sale of tender form vide",1,750
 , , , ,"[I8782000049] HIMGRN:B17F145637, EXECUTIVE ENGINEER PSMIP DIVN SADWAN PUBLIC WORKS REMITTANCES -Amount received from various contt in IPH deptt on account of cost of tend",1,3250
 , , ,23/08/2017,Total,2,20001250
 , , , ,"[J8782000010] HIMGRN:B17H110909, EXECUTIVE ENGINEER PUBLIC WORKS REMITTANCES -ON ACCOUNT OF BANKER CHEQUE IN FAVOUR OF EXECUTIVE ENGINEER PSMIP SADWAN V",1,20000000
 , , , ,"[J8782000022] HIMGRN:B17H120859, EXECUTIVE ENGINEER PSMIP SADWAN PUBLIC WORKS REMITTANCES -Payment received from IDMA Lab PVT LTD Punchkula on A/c of enlistment fees",1,1250
 , , ,31/08/2017,Total,3,4750
 , , , ,"[J8782000027] HIMGRN:B17H127985, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -Amount received from various cont on account sale of tender forms",1,1500
 , , , ,"[J8782000028] HIMGRN:B17H125029, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -Amount received from various cont on account of sale of tender forms",1,2500
 , , , ,"[J8782000054] HIMGRN:B17H134694, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -The amount received from various cont. for sale of tender form",1,750
 , , ,28/09/2017,Total,2,4750
 , , , ,"[K8782000011] HIMGRN:B17I109680, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -Amount received from various contractors in IPH Deptt on account of cost o",1,1500
 , , , ,"[K8782000026] HIMGRN:B17I115896, AE LADORI LAHRU PUBLIC WORKS REMITTANCES -Amount received from various contractor on account of sale of tender form",1,3250
 , , ,10/10/2017,Total,1,13500
 , , , ,"[L8782000003] HIMGRN:B17I138033, EEPSMIP DIV SADWAN PUBLIC WORKS REMITTANCES -amount received from various contractor on account of cost of tender forms",1,13500
 , , ,24/10/2017,Total,2,11250
 , , , ,"[L8782000012] HIMGRN:B17J116946, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -Amount received from various contrator on account cost of tender forms",1,3500
 , , , ,"[L8782000017] HIMGRN:B17J123898, AE LADORI PUBLIC WORKS REMITTANCES -Amount received from various contractor on a/c sale of tender from vide gr",1,7750
 , , ,20/01/2018,Total,2,8250
 , , , ,"[C8782000101] HIMGRN:B18A128211, EXECUTIVE ENGINEER PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -amount of received from various contractors on account of cost of tender f",1,5500
 , , , ,"[C8782000111] HIMGRN:B18A130942, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -Amount recieved from various contractor on a/c cost of tender forms",1,2750
 , , ,09/02/2018,Total,1,20000000
 , , , ,"[D8782000020] HIMGRN:B18A129711, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -cheque no 977724 dated 17 January 2018 received from HPSCSC LTD Shimla 9 a",1,20000000
 , , ,19/03/2018,Total,3,6250
 , , , ,"[E8782000038] HIMGRN:B18C110518, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -",1,750
 , , , ,"[E8782000067] HIMGRN:B18C123452, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -amount received from Sh. Ashok Kumar Supdt. Gr.II on account of cost of te",1,1000
 , , , ,"[E8782000068] HIMGRN:B18C123475, EE PSMIP DIVISION SADWAN PUBLIC WORKS REMITTANCES -Amount received from various cont. on account cost of tender from vide GR.",1,4500
 , , ,27/03/2018,Total,1,1000
 , , , ,"[E8782000109] HIMGRN:B18C138891, EE PSMIP DIV SADWAN PUBLIC WORKS REMITTANCES -Amount received from various Contt. on account of sale of tender Form vide",1,1000
 , , ,25/04/2018,Total,3,10004500
 , , , ,"[F8782000059] HIMGRN:B18D128744, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -Cheque No 977783 dated 06.04.2018 received from Manager HP state civil sup",1,10000000
 , , , ,"[F8782000062] HIMGRN:B18D156678, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -Amount received from various contractor on account of sale of tender form",1,3750
 , , , ,"[F8782000075] HIMGRN:B18D164506, EE PSMIP DIVISON SADWAN PUBLIC WORKS REMITTANCES -Amount received from various cont. vide GR. No. 0692673 dated 23/04/2018 o",1,750
 , , ,25/07/2018,Total,3,8500
 , , , ,"[I8782000010] HIMGRN:B18G125245, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -Received from various contractor on account of sale of tender forms",1,750
 , , , ,"[I8782000011] HIMGRN:B18G120833, EE PSMIP SADWAN PUBLIC WORKS REMITTANCES -Amount received from various contractors on account of sale of tender form",1,7000
 , , , ,"[I8782000017] HIMGRN:B18G129890, ASSISTANT ENGINEER PSMIP SUB-DIVISION SULIALI PUBLIC WORKS REMITTANCES -On account of Sale of tender form",1,750
