DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,63,463647
KNG00-517-DISTT EMPLOYMENT OFFICER DHARAMSALA,Total, , , ,63,463647
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,12,650
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,12,650
 , , ,18/04/2017,Total,1,20
 , , , ,"[F0070000076] HIMGRN:B17D134013, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -RTI FEES",1,20
 , , ,15/06/2017,Total,1,100
 , , , ,"[H0070000098] HIMGRN:B17F121700, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,100
 , , ,05/07/2017,Total,1,110
 , , , ,"[I0070000015] HIMGRN:B17G103221, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,110
 , , ,23/08/2017,Total,1,30
 , , , ,"[J0070000166] HIMGRN:B17H128381, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,30
 , , ,06/09/2017,Total,1,10
 , , , ,"[K0070000022] HIMGRN:B17I106346, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,10
 , , ,29/09/2017,Total,1,20
 , , , ,"[K0070000274] HIMGRN:B17I136140, REGIONAL EMPLOYMENT EXCHANGE RECEIPT FROM RIGHT TO INFORMATION ACT -Rs. 20/- Deposited by Shri Jaram Singh RTI Matter",1,20
 , , ,13/11/2017,Total,1,30
 , , , ,"[M0070000071] HIMGRN:B17K109421, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,30
 , , ,08/01/2018,Total,1,10
 , , , ,"[C0070000050] HIMGRN:B18A113051, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -RTI Fees Rs. 10",1,10
 , , ,29/01/2018,Total,1,120
 , , , ,"[C0070000214] HIMGRN:B18A139723, REGIONAL EMPLOYMENT EXCHANGE RECEIPT FROM RIGHT TO INFORMATION ACT -RTI",1,120
 , , ,19/02/2018,Total,1,20
 , , , ,"[D0070000117] HIMGRN:B18B120594, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,20
 , , ,26/03/2018,Total,1,20
 , , , ,"[E0070000221] HIMGRN:B18C147691, REGIONAL EMPLOYMENT EXCHANGE RECEIPT FROM RIGHT TO INFORMATION ACT -",1,20
 , , ,28/08/2018,Total,1,160
 , , , ,"[J0070000230] HIMGRN:B18H134777, REGIONAL EMPLOYMENT OFFICER RECEIPT FROM RIGHT TO INFORMATION ACT -",1,160
 ,0230-LABOUR & EMPLOYMENT,Total, , ,49,462857
 , ,0230-00-800-05-RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT,Total, ,12,272000
 , , ,23/11/2017,Total,1,3000
 , , , ,"[M0230000011] HIMGRN:B17K124230, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery of over payment from Kiran Bala D/o Sh. Ra",1,3000
 , , ,05/12/2017,Total,1,11000
 , , , ,"[N0230000002] HIMGRN:B17L105853, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery of Skill Development Allowance received fr",1,11000
 , , ,01/01/2018,Total,1,2000
 , , , ,"[C0230000003] HIMGRN:B18A100531, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery of SDA overpayment received from Sh. Parvs",1,2000
 , , ,06/03/2018,Total,1,140000
 , , , ,"[E0230000002] HIMGRN:B18C106214, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -RECOVERY ON A/C OF EXCESS ADMISSION IN SDA SCHEME -",1,140000
 , , ,23/03/2018,Total,1,10000
 , , , ,"[E0230000070] HIMGRN:B18C143442, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery of SDA Double Payment From Sh. Arjun S/o S",1,10000
 , , ,21/05/2018,Total,1,30000
 , , , ,"[G0230000038] HIMGRN:B18E135480, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery on account of SDA access admission against",1,30000
 , , ,06/07/2018,Total,1,4000
 , , , ,"[I0230000025] HIMGRN:B18G109669, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery on account of course break and shift to an",1,4000
 , , ,17/07/2018,Total,2,21000
 , , , ,"[I0230000034] HIMGRN:B18G125253, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery on A/C of Shift from one course to another",1,1000
 , , , ,"[I0230000035] HIMGRN:B18G125233, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery from Armaan Computer Centre Thural ATC of",1,20000
 , , ,18/07/2018,Total,1,1000
 , , , ,"[I0230000036] HIMGRN:B18G129021, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery on a/c of shift from one course to another",1,1000
 , , ,03/08/2018,Total,1,40000
 , , , ,"[J0230000003] HIMGRN:B18H104798, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery on A/c of access admission than alloted se",1,40000
 , , ,24/08/2018,Total,1,10000
 , , , ,"[J0230000024] HIMGRN:B18H131169, REGIONAL EMPLOYMENT OFFICER RECOVERY OF OVER PAYMENT- EMPLOYMENT DEPARTMENT -Recovery on a/c of double payment in SDA Scheme aud",1,10000
 , ,0230-00-800-07-OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT,Total, ,36,188104
 , , ,12/07/2017,Total,1,3000
 , , , ,"[I0230000006] HIMGRN:B17G117196, REGIONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -Recovery of over payment of SDA",1,3000
 , , ,14/07/2017,Total,2,29000
 , , , ,"[I0230000007] HIMGRN:B17G124112, REGIONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -",1,3000
 , , , ,"[I0230000009] HIMGRN:B17G122696, REGIONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -Recovery of Over payment of SDA",1,26000
 , , ,17/07/2017,Total,1,8000
 , , , ,"[I0230000010] HIMGRN:B17G127871, REGIONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -",1,8000
 , , ,18/07/2017,Total,2,18000
 , , , ,"[I0230000011] HIMGRN:B17G129575, REGIONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -",1,10000
 , , , ,"[I0230000012] HIMGRN:B17G129385, REGIONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -",1,8000
 , , ,19/07/2017,Total,1,3000
 , , , ,"[I0230000013] HIMGRN:B17G131847, REGIEONAL EMPLOYMENT OFFICER OTHER MISCELLANEOUS RECEIPTS- EMPLOYMENT DEPARTMENT -",1,3000
 , , ,25/07/2017,Total,1,2000
