DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,12,5385
LHL01-206-GSSS MADGRAN,Total, , , ,12,5385
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,11,5355
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,11,5355
 , , ,29/04/2017,Total,1,885
 , , , ,"[F0202000003] HIMGRN:B17D137647, PRINCIPAL TUITION AND OTHER FEES -SLC 9th ,10th , Admission Fee +1+2 SLC",1,885
 , , ,01/06/2017,Total,1,155
 , , , ,"[H0202000001] HIMGRN:B17E152034, PRINCIPAL TUITION AND OTHER FEES -Admission , Tuition and SLC for 9th and +1 class",1,155
 , , ,30/06/2017,Total,2,190
 , , , ,"[H0202000003] HIMGRN:B17F123837, HEAD MASTER GHS SHALGRAM UC MADGRAN TUITION AND OTHER FEES -tution and othe fee",1,45
 , , , ,"[H0202000006] HIMGRN:B17F144255, PR GSSS MADGRAN TUITION AND OTHER FEES -",1,145
 , , ,24/08/2017,Total,1,685
 , , , ,"[J0202000001] HIMGRN:B17H103961, PRINCIPAL TUITION AND OTHER FEES -",1,685
 , , ,31/10/2017,Total,1,720
 , , , ,"[L0202000002] HIMGRN:B17J122797, PRINCIPAL MADGRAM TUITION AND OTHER FEES -PRINCIPAL MADGRAM",1,720
 , , ,30/01/2018,Total,1,720
 , , , ,"[C0202000002] HIMGRN:B18A127367, PR GSSS MADGRAM TUITION AND OTHER FEES -TUITION AND OTHER FEES",1,720
 , , ,27/04/2018,Total,2,1035
 , , , ,"[F0202000029] HIMGRN:B18D164469, PR GSSS MADGRAM TUITION AND OTHER FEES -TUITION AND OTHER FEES SLC 10th,admision fee +1,+SLC",1,1005
 , , , ,"[F0202000032] HIMGRN:b18d171170, PR GSSS MADGRAM TUITION AND OTHER FEES -tution and other fee(admission fee)",1,30
 , , ,29/05/2018,Total,1,65
 , , , ,"[G0202000010] HIMGRN:B18E142656, PR GSSS MADGRAM TUITION AND OTHER FEES -tuition and other fee",1,65
 , , ,31/07/2018,Total,1,900
 , , , ,"[I0202000004] HIMGRN:B18G141900, PRINCIPAL TUITION AND OTHER FEES -Tution Fee for 2nd quarter and SLC",1,900
 ,8011-INSURANCE AND PENSION FUNDS,Total, , ,1,30
 , ,8011-00-107-01-INSURANCE FUND,Total, ,1,9
 , , ,29/05/2018,Total,1,9
 , , , ,"[G8011000001] HIMGRN:B18E126083, PRINCIPAL GSSSV MADGRAM SAVING FUND INSURANCE FUND -Insurance Fund-9 and saving fund-21toaal=30 for the month of 042018 in M",1,9
 , ,8011-00-107-02-SAVING FUND,Total, ,1,21
 , , ,29/05/2018,Total,1,21
 , , , ,"[G8011000001] HIMGRN:B18E126083, PRINCIPAL GSSSV MADGRAM SAVING FUND INSURANCE FUND -Insurance Fund-9 and saving fund-21toaal=30 for the month of 042018 in M",1,21
