DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,11,21640
MDI04-201-GSSS JHUNGI,Total, , , ,11,21640
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,10,21560
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,10,21560
 , , ,29/04/2017,Total,1,4540
 , , , ,"[F0202000006] HIMGRN:b17d155712, PRINCIPAL TUITION AND OTHER FEES -tution fees add. fees",1,4540
 , , ,31/05/2017,Total,1,245
 , , , ,"[G0202000011] HIMGRN:b17e135873, PRINCIPAL GSSS JHUNGI TUITION AND OTHER FEES -",1,245
 , , ,31/07/2017,Total,1,3240
 , , , ,"[I0202000009] HIMGRN:b17g131926, PRINCIPAL GSSS JHUNGI TUITION AND OTHER FEES -TUTION FEES 10+1 AND 10+2 STUDENTS",1,3240
 , , ,31/08/2017,Total,1,65
 , , , ,"[J0202000002] HIMGRN:b17h108545, PRINCIPAL TUITION AND OTHER FEES -Tution Fee",1,65
 , , ,31/10/2017,Total,1,2705
 , , , ,"[L0202000003] HIMGRN:b17j125887, PRINCIPAL TUITION AND OTHER FEES -",1,2705
 , , ,30/01/2018,Total,1,2700
 , , , ,"[C0202000002] HIMGRN:B18A114535, PRINCIPAL GSSS JHUNGI TUITION AND OTHER FEES -Tution Fees 10+1,10+2",1,2700
 , , ,19/03/2018,Total,1,425
 , , , ,"[E0202000002] HIMGRN:B18C107111, PRINCIPAL GSSS JHUNGI TUITION AND OTHER FEES -Add. TUITION FEES",1,425
 , , ,27/04/2018,Total,1,4550
 , , , ,"[F0202000005] HIMGRN:B18D157018, PRINCIPAL TUITION AND OTHER FEES -Admission Fee,Tution Fee, SLC",1,4550
 , , ,24/05/2018,Total,1,150
 , , , ,"[G0202000011] HIMGRN:B18E133087, PRINCIPAL GSSS JHUNGI TUITION AND OTHER FEES -Tution fees add. fees late fees",1,150
 , , ,31/07/2018,Total,1,2900
 , , , ,"[I0202000006] HIMGRN:B18G120802, PRINCIPAL TUITION AND OTHER FEES -TUITION FEES SLC",1,2900
 , , ,31/08/2018,Total,1,40
 , , , ,"[J0202000003] HIMGRN:B18H104917, PRINCIPAL TUITION AND OTHER FEES -SLC 10+1,10+2.",1,40
 ,0235-SOCIAL SECURITY & WELFARE,Total, , ,1,80
 , ,0235-60-800-01-MISC.RECEIPT ON A/C OF UNSPENT BALANCE,Total, ,1,80
 , , ,30/12/2017,Total,1,80
 , , , ,"[N0235000001] HIMGRN:B17L113170, PRINCIPAL GSSS JHUNGI MISC.RECEIPT ON A/C OF UNSPENT BALANCE -Index Personal insurance",1,80
