DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,6,1298
KNG12-205-BEEO JAWALI,Total, , , ,6,1298
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,1,10
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,1,10
 , , ,31/07/2018,Total,1,10
 , , , ,"[I0070000010] HIMGRN:B18G130523, BEEO JAWALI RECEIPT FROM RIGHT TO INFORMATION ACT -RTI ACT-2005",1,10
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,5,1288
 , ,0202-01-101-04-MISCELLANEOUS RECEIPTS,Total, ,2,1000
 , , ,22/02/2018,Total,2,1000
 , , , ,"[D0202000004] HIMGRN:B18B119486, BEEO JAWALI MISCELLANEOUS RECEIPTS -recognition renewal fee in r/o Shishu Public School Tiukari",1,500
 , , , ,"[D0202000005] HIMGRN:B18B119450, BEEO JAWALI MISCELLANEOUS RECEIPTS -Recognition renewal fee for the year of 2018-19",1,500
 , ,0202-01-600-01-RECOVERIES OF OVER PAYMENT,Total, ,3,288
 , , ,28/09/2017,Total,3,288
 , , , ,"[K0202000005] HIMGRN:B17I127707, BEEO JAWALI RECOVERIES OF OVER PAYMENT -in r/o Smt. Nandika JBT GPS Bhanai",1,96
 , , , ,"[K0202000006] HIMGRN:B17I127686, BEEO JAWALI RECOVERIES OF OVER PAYMENT -IN R/O SH. KRISHAN GOPAL JBT GPS KALDOON",1,96
 , , , ,"[K0202000007] HIMGRN:B17I127661, BEEO JAWALI RECOVERIES OF OVER PAYMENT -recoveries of over payment in r/o sh. Jeewan kumar JBT GPS Sidhpurghar",1,96
