DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,2,13650
SMR04-210-GSSS TATIYANA,Total, , , ,2,13650
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,2,13650
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,2,12750
 , , ,22/05/2017,Total,1,6750
 , , , ,"[G0202000003] HIMGRN:B17E111705, PRINCIPAL GSSS TATIANA MISCELLANEOUS RECEIPTS TUITION AND OTHER FEES -Tution Fee Addmission Fee SLC etc.",1,6750
 , , ,22/05/2018,Total,1,6000
 , , , ,"[G0202000008] HIMGRN:B18E126985, PRINCIPAL GSSS TATIANA MISCELLANEOUS RECEIPTS TUITION AND OTHER FEES -",1,6000
 , ,0202-01-102-03-MISCELLANEOUS RECEIPTS,Total, ,2,900
 , , ,22/05/2017,Total,1,250
 , , , ,"[G0202000003] HIMGRN:B17E111705, PRINCIPAL GSSS TATIANA MISCELLANEOUS RECEIPTS TUITION AND OTHER FEES -Tution Fee Addmission Fee SLC etc.",1,250
 , , ,22/05/2018,Total,1,650
 , , , ,"[G0202000008] HIMGRN:B18E126985, PRINCIPAL GSSS TATIANA MISCELLANEOUS RECEIPTS TUITION AND OTHER FEES -",1,650
