DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,2,790
KLU02-008-ASSTT  DIST ATTORNEY ANI,Total, , , ,2,790
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,1,490
 , ,0070-60-800-05-MISCELLANEOUS RECEIPTS,Total, ,1,490
 , , ,31/05/2017,Total,1,490
 , , , ,"[G0070000011] HIMGRN:B17E128535, ASSTT DISTT ATTORNEY MISCELLANEOUS RECEIPTS -AUCTION OF OLD NEWSPAPERS",1,490
 ,8011-INSURANCE AND PENSION FUNDS,Total, , ,1,300
 , ,8011-00-107-01-INSURANCE FUND,Total, ,1,90
 , , ,26/09/2017,Total,1,90
 , , , ,"[K8011000002] HIMGRN:B17I123296, ASSTT DISTT ATTORNEY SAVING FUND INSURANCE FUND -enhancement of GIS subscription",1,90
 , ,8011-00-107-02-SAVING FUND,Total, ,1,210
 , , ,26/09/2017,Total,1,210
 , , , ,"[K8011000002] HIMGRN:B17I123296, ASSTT DISTT ATTORNEY SAVING FUND INSURANCE FUND -enhancement of GIS subscription",1,210
