DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,4,685
KNR04-209-GHS RAMNI,Total, , , ,4,685
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,3,670
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,2,270
 , , ,31/05/2017,Total,1,190
 , , , ,"[G0202000003] HIMGRN:B17E131676, HEADMASTER TUITION AND OTHER FEES -Admission Fee and SLC of 9th and 10th classes",1,190
 , , ,09/08/2018,Total,1,80
 , , , ,"[J0202000002] HIMGRN:B18H101384, HM GHS RAMNI TUITION AND OTHER FEES -SLC for 2018-19",1,80
 , ,0202-01-600-01-RECOVERIES OF OVER PAYMENT,Total, ,1,400
 , , ,21/05/2018,Total,1,400
 , , , ,"[G0202000005] HIMGRN:B18E126222, HM GHS RAMNI RECOVERIES OF OVER PAYMENT -over drawl of May 2016 IR in r/o Sh. Tashi Gailchhan HM GHS Ramni",1,400
 ,8011-INSURANCE AND PENSION FUNDS,Total, , ,1,15
 , ,8011-00-107-01-INSURANCE FUND,Total, ,1,5
 , , ,21/06/2018,Total,1,5
 , , , ,"[H8011000006] HIMGRN:B18F111257, HM GHS RAMNI SAVING FUND INSURANCE FUND -Missing premium of GIS in r/o Late Sh. Dalip Singh Peon GMS Jani Kinnaur",1,5
 , ,8011-00-107-02-SAVING FUND,Total, ,1,10
 , , ,21/06/2018,Total,1,10
 , , , ,"[H8011000006] HIMGRN:B18F111257, HM GHS RAMNI SAVING FUND INSURANCE FUND -Missing premium of GIS in r/o Late Sh. Dalip Singh Peon GMS Jani Kinnaur",1,10
