DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,10,4135
KNG14-210-GSSS THANA BADGRAN,Total, , , ,10,4135
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,10,4135
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,10,4135
 , , ,29/04/2017,Total,1,1035
 , , , ,"[F0202000003] HIMGRN:B17D149713, PRINCIPAL TUITION AND OTHER FEES -",1,1035
 , , ,31/05/2017,Total,1,280
 , , , ,"[G0202000010] HIMGRN:B17E134516, PRINCIPAL TUITION AND OTHER FEES -",1,280
 , , ,30/06/2017,Total,1,500
 , , , ,"[H0202000014] HIMGRN:B17F136836, PRIN TUITION AND OTHER FEES -",1,500
 , , ,31/10/2017,Total,1,495
 , , , ,"[L0202000006] HIMGRN:B17J129487, PRIN TUITION AND OTHER FEES -",1,495
 , , ,30/01/2018,Total,1,495
 , , , ,"[C0202000010] HIMGRN:B18A126651, PRIN TUITION AND OTHER FEES -",1,495
 , , ,11/05/2018,Total,2,935
 , , , ,"[G0202000003] HIMGRN:B18D174561, PRIN TUITION AND OTHER FEES -",1,880
 , , , ,"[G0202000004] HIMGRN:B18E103367, PRIN TUITION AND OTHER FEES -",1,55
 , , ,31/05/2018,Total,1,70
 , , , ,"[G0202000017] HIMGRN:B18E149369, PRIN TUITION AND OTHER FEES -",1,70
 , , ,30/06/2018,Total,1,315
 , , , ,"[H0202000007] HIMGRN:B18F136057, PRIN TUITION AND OTHER FEES -",1,315
 , , ,31/08/2018,Total,1,10
 , , , ,"[J0202000006] HIMGRN:B18H124501, PRIN TUITION AND OTHER FEES -",1,10
