DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,15,217385
KNG15-220-PRINCIPAL GOVT DEGREE COLLEGE SHAHPUR,Total, , , ,15,217385
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,10,197385
 , ,0202-01-103-01-TUTION AND OTHER FEES,Total, ,10,197385
 , , ,27/04/2018,Total,1,2300
 , , , ,"[F0202000007] HIMGRN:B18D168873, ADM FEES /TUTION FEES TUTION AND OTHER FEES -ADM FEES /TUTION FEES",1,2300
 , , ,11/05/2018,Total,1,100
 , , , ,"[G0202000001] HIMGRN:B18E109268, ADM FEES / TUTION FEES TUTION AND OTHER FEES -ADM FEES AND TUTION FEES",1,100
 , , ,16/07/2018,Total,2,123625
 , , , ,"[I0202000001] HIMGRN:B18G100641, ADM FEES /TUTION FEES TUTION AND OTHER FEES -ADM FEES/ TUTION FEES",1,93025
 , , , ,"[I0202000004] HIMGRN:B18G106076, ADM FEES/ TUTION FEES TUTION AND OTHER FEES -ADM FEE / TUTION FEES",1,30600
 , , ,25/07/2018,Total,2,49260
 , , , ,"[I0202000005] HIMGRN:B18G114326, ADM FEES /TUTION FEES TUTION AND OTHER FEES -adm fees /tution fees",1,47425
 , , , ,"[I0202000006] HIMGRN:B18G120353, ADM FEES/TUTION FEES TUTION AND OTHER FEES -ADM FEES",1,1835
 , , ,31/07/2018,Total,2,19400
 , , , ,"[I0202000007] HIMGRN:B18G132322, ADM FEE TUTION FEE AND LATE FEES TUTION AND OTHER FEES -Adm fees tution fee and late fees",1,11085
 , , , ,"[I0202000008] HIMGRN:B18G143772, ADM FEES/ TUTION FEES TUTION AND OTHER FEES -ADM FEES/ TUTION FEES",1,8315
 , , ,20/08/2018,Total,1,785
 , , , ,"[J0202000002] HIMGRN:B18H113691, ADM FEES / TUTION FEES TUTION AND OTHER FEES -ADM FEES/ TUTION FEES",1,785
 , , ,31/08/2018,Total,1,1915
 , , , ,"[J0202000006] HIMGRN:B18H129656, ADM FEES TUTION FEES LATE FEES TUTION AND OTHER FEES -ADM FEES TUTION FEES LATE FEES",1,1915
 ,"7610-LOANS TO GOVERNMENT SERVANTS , ETC.",Total, , ,5,20000
 , ,7610-00-201-01-ADVANCE TO GOVERNMENT SERVANTS FOR HOUSE,Total, ,5,20000
 , , ,27/04/2018,Total,1,4000
 , , , ,"[F7610000001] HIMGRN:B18D167660, BHAG CHAND ADVANCE TO GOVERNMENT SERVANTS FOR HOUSE -HBA LOAN A/C 2628 GPF A/C NO 66378",1,4000
 , , ,11/05/2018,Total,1,4000
 , , , ,"[G7610000001] HIMGRN:B18E105970, BHAG CHAND ADVANCE TO GOVERNMENT SERVANTS FOR HOUSE -HBA LOAN A/C 2628 GPF A/C NO 66378",1,4000
 , , ,11/06/2018,Total,1,4000
 , , , ,"[H7610000001] HIMGRN:B18F107141, BHAG CHAND ADVANCE TO GOVERNMENT SERVANTS FOR HOUSE -HBA LOAN A/C 2628 GPF A/C NO 66378",1,4000
 , , ,16/07/2018,Total,1,4000
 , , , ,"[I7610000001] HIMGRN:B18G106136, BHAG CHAND CHAUHAN ADVANCE TO GOVERNMENT SERVANTS FOR HOUSE -HBA LOAN A/C 20259 GPF A/C NO HP/09/66378",1,4000
 , , ,20/08/2018,Total,1,4000
 , , , ,"[J7610000001] HIMGRN:B18H113762, DR BHAG CHAND CHAUHAN ASSOT PROF ADVANCE TO GOVERNMENT SERVANTS FOR HOUSE -HBA LOAN A/C 20259 GPF A/C NO66378",1,4000
