DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
Grand Total, , , , ,20,43793
SOL04-206-GSSS CHAMDHAR,Total, , , ,20,43793
 ,0070-OTHER ADMINISTRATIVE SERVICES,Total, , ,1,10
 , ,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,Total, ,1,10
 , , ,28/02/2018,Total,1,10
 , , , ,"[D0070000003] HIMGRN:B18B135159, PRINCIPAL RECEIPT FROM RIGHT TO INFORMATION ACT -Amount Rs.10 received from Poonam Sharma Administrative Offic",1,10
 ,"0202-EDUCATION SPORTS,ARTS & CULTURE",Total, , ,19,43783
 , ,0202-01-102-01-TUITION AND OTHER FEES,Total, ,16,15910
 , , ,22/05/2017,Total,1,4100
 , , , ,"[G0202000002] HIMGRN:B17E104786, PRINCIPAL TUITION AND OTHER FEES -Tuition and other fees received Rs.4100/- from 9th to 12th class for the m/o",1,4100
 , , ,31/05/2017,Total,1,290
 , , , ,"[G0202000006] HIMGRN:B17E141158, PRINCIPAL TUITION AND OTHER FEES -Tuition and other fees received Rs.290/- from 10+1 and 10+2 class and SLC ch",1,290
 , , ,22/06/2017,Total,1,95
 , , , ,"[H0202000004] HIMGRN:B17F123821, PRINCIPAL TUITION AND OTHER FEES -Admn. fees.,Tuition fees late admn. fees and SLC Amount of Rs. received in t",1,95
 , , ,23/08/2017,Total,1,1895
 , , , ,"[J0202000001] HIMGRN:B17H120232, PRINCIPAL GSSS CHAMDAR TUITION AND OTHER FEES -Received Rs. 1890/- as Tuition fees from 11th and 12th class and Rs. 5/- Iss",1,1895
 , , ,29/09/2017,Total,1,10
 , , , ,"[K0202000004] HIMGRN:B17I124237, PRINCIPAL GSSS CHAMDAR TUITION AND OTHER FEES -Received Rs. 10 (Rupees Ten Only) in r/o SLC issued to Ashish Kumar 11th and",1,10
 , , ,31/10/2017,Total,1,1850
 , , , ,"[L0202000007] HIMGRN:B17J132854, PRINCIPAL TUITION AND OTHER FEES -Tuition fees from class 11th Rs.1035 and Rs. 810 from 12th class and Rs. 5 f",1,1850
 , , ,21/12/2017,Total,1,5
 , , , ,"[N0202000005] HIMGRN:B17L120306, PRINCIPAL TUITION AND OTHER FEES -SLC issued to Ms. Meena of 9th class in 2013.",1,5
 , , ,20/01/2018,Total,1,1845
 , , , ,"[C0202000002] HIMGRN:B18A105354, PRINCIPAL TUITION AND OTHER FEES -Tuition fees from class 11th Rs.1035 and Rs. 810 from 12 class for the month",1,1845
 , , ,21/04/2018,Total,1,1130
 , , , ,"[F0202000002] HIMGRN:B18D132154, PRINCIPAL TUITION AND OTHER FEES -Received Rs.1130 from 9th to 12th class students for the m/o April, May and",1,1130
 , , ,27/04/2018,Total,1,1880
 , , , ,"[F0202000006] HIMGRN:B18D155378, PRINICPAL TUITION AND OTHER FEES -Received Rs 1880 (1870+10) Secondary +Elem. class students for April,May and",1,1880
 , , ,08/05/2018,Total,1,475
 , , , ,"[G0202000004] HIMGRN:B18E106584, PRINCIPAL TUITION AND OTHER FEES -Received Rs. 475 from 11th and 12th class for Admission, Tuition and late ad",1,475
 , , ,21/05/2018,Total,1,140
 , , , ,"[G0202000010] HIMGRN:B18E119679, PRINCIPAL TUITION AND OTHER FEES -Received Rs. 140 from class 10+1 students for the month of April, May and Ju",1,140
 , , ,29/05/2018,Total,1,10
 , , , ,"[G0202000022] HIMGRN:b18e142239, PRINCIPAL TUITION AND OTHER FEES -Received Rs. 10 from 10th class student for Admission Fee",1,10
 , , ,23/07/2018,Total,1,2160
 , , , ,"[I0202000002] HIMGRN:B18G106966, PRINCIPAL TUITION AND OTHER FEES -Received Rs. 2160 from 11th and 12th as Tuition Fee for the month of July, A",1,2160
 , , ,31/08/2018,Total,2,25
 , , , ,"[J0202000004] HIMGRN:B18H114556, PRINCIPAL TUITION AND OTHER FEES -Received Rs. 10/- for issuing SLC 6th class-Rachna Devi on dated 03/08/18 an",1,10
 , , , ,"[J0202000008] HIMGRN:B18H131877, PRINCIPAL TUITION AND OTHER FEES -Received Rs. 15/- for issuing SLC to 6th Class -Rachna Devi dated 03/08/18,",1,15
 , ,0202-01-600-01-RECOVERIES OF OVER PAYMENT,Total, ,2,14873
 , , ,21/12/2017,Total,1,4680
 , , , ,"[N0202000002] HIMGRN:B17L102299, PRINCIPAL RECOVERIES OF OVER PAYMENT -Recovery of over payment Rs. 4680.00 (Rupees Four Thousand Six Hundred E",1,4680
 , , ,22/03/2018,Total,1,10193
 , , , ,"[E0202000002] HIMGRN:B18C124100, PRINCIPAL RECOVERIES OF OVER PAYMENT -Recovery of over payment for Rs. 10193 (Rupees Ten Thousand One hundred",1,10193
 , ,0202-01-600-03-MISCELLANEOUS RECEIPTS,Total, ,1,13000
 , , ,20/02/2018,Total,1,13000
 , , , ,"[D0202000007] HIMGRN:B18B115417, PRINCIPAL MISCELLANEOUS RECEIPTS -Auction Amount of Rs.13000 after expenditure of dismantling the old structur",1,13000
