DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,21/04/2017,"[F8782000009] HIMGRN:b17d132997, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges and other misc. receipts.",1,36618
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,29/04/2017,"[F8782000016] HIMGRN:b17d156324, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges",1,26860
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,08/05/2017,"[G8782000003] HIMGRN:B17E101176, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges and other Misc. receipts.",1,50262
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,22/05/2017,"[G8782000018] HIMGRN:b17e115125, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges and other misc receipt",1,22681
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,22/05/2017,"[G8782000023] HIMGRN:b17e123877, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of Water Charges and other misc. receipts",1,45596
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,31/05/2017,"[G8782000030] HIMGRN:B17E131917, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges",1,82394
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,31/05/2017,"[G8782000033] HIMGRN:B17E139884, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -collection of water charges",1,57648
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,07/06/2017,"[H8782000002] HIMGRN:B17F100965, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Water colletion charges",1,19401
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,27/06/2017,"[H8782000016] HIMGRN:B17F112454, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges",1,39643
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,27/06/2017,"[H8782000018] HIMGRN:B17F118006, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of Water charges",1,31593
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,27/06/2017,"[H8782000021] HIMGRN:B17F124117, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Water collection charges and other misc receipt",1,26252
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,20/07/2017,"[I8782000004] HIMGRN:B17G105235, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges and other misc receipt",1,33608
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,20/07/2017,"[I8782000012] HIMGRN:B17G117489, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges and other misc. receipts",1,86366
MDI14-700-IPH DIVISION SUNDERNAGAR,8782-CASH REMITTANCES & ADJUSTMENTS,8782-00-102-00- ,20/07/2017,"[I8782000017] HIMGRN:B17G125157, ASSISTANT ENGINEER PUBLIC WORKS REMITTANCES -Collection of water charges",1,96365
