DDODesc,MAJOR,RECEIPTHEAD,BOOKDATE,Tenderer,Challan,NETRECEIPT
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,0070-OTHER ADMINISTRATIVE SERVICES,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,31/10/2017,"[L0070000018] HIMGRN:B17J129036, PRINCIPAL GGSSS SUNDER NAGAR RECEIPT FROM RIGHT TO INFORMATION ACT -RTI INFORMATION SOUGHT BY SH.JAMIL AKHTER",1,10
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,0070-OTHER ADMINISTRATIVE SERVICES,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,30/11/2017,"[M0070000030] HIMGRN:B17K130390, PRINCIPAL GGSSS SUNDER NAGAR RECEIPT FROM RIGHT TO INFORMATION ACT -",1,20
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,0070-OTHER ADMINISTRATIVE SERVICES,0070-60-118-01-RECEIPT FROM RIGHT TO INFORMATION ACT,19/03/2018,"[E0070000001] HIMGRN:B18C103564, PRINCOPAL GGSSS SUNDER NAGAR RECEIPT FROM RIGHT TO INFORMATION ACT -RTI Punam Sharma",1,10
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-101-02-SECONDARY EDUCATION,22/01/2018,"[C0202000017] HIMGRN:B18A112312, PRINCIPAL GGSSS SUNDER NAGAR SECONDARY EDUCATION -",1,12
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-102-01-TUITION AND OTHER FEES,27/04/2017,"[F0202000008] HIMGRN:B17D130693, PRINCIPAL GGSSS SUNDER NAGAR TUITION AND OTHER FEES -",1,5
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-102-01-TUITION AND OTHER FEES,27/04/2017,"[F0202000017] HIMGRN:B17D165717, PRINCIPAL GGSSS SUNDER NAGAR TUITION AND OTHER FEES -",1,2420
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-102-01-TUITION AND OTHER FEES,29/04/2017,"[F0202000026] HIMGRN:B17D175661, PRINCIPAL GGSSS SUNDER NAGAR TUITION AND OTHER FEES -",1,90
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-102-01-TUITION AND OTHER FEES,22/05/2017,"[G0202000009] HIMGRN:B17E117304, PRINCIPAL GGSSS SUNDER NAGAR TUITION AND OTHER FEES -",1,146
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-102-01-TUITION AND OTHER FEES,22/05/2017,"[G0202000013] HIMGRN:B17E127787, PRINCIPAL GGSSS SUNDER NAGAR TUITION AND OTHER FEES -",1,70
MDI01-203-GSSS (GIRLS) SUNDERNAGAR,"0202-EDUCATION SPORTS,ARTS & CULTURE",0202-01-102-01-TUITION AND OTHER FEES,31/05/2017,"[G0202000021] HIMGRN:B17E135362, PRINCIPAL GGSSS SUNDER NAGAR TUITION AND OTHER FEES -",1,20
